Experimental ID,Genome assembly,Antigen class,Antigen,Cell type class,Cell type,Cell type description,Processing logs,Title,Meta data,BigWig,Peak-call (BED) (q < 1E-05),Peak-call (BED) (q < 1E-10),Peak-call (BED) (q < 1E-20),Peak-call (BigBed) (q < 1E-05),Peak-call (BigBed) (q < 1E-10),Peak-call (BigBed) (q < 1E-20)
SRX5313213,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"17400852,113.1,10.4,633",GSM3585112: 5FU-p53-SC-rep1; Homo sapiens; ChIP-Seq,source_name=Colorectal cancer cells || cell type=HCT116 || chip antibody=p53 (Santa Cruz sc-126) || treatment=5-FU,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5313213.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5313213.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5313213.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5313213.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5313213.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5313213.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5313213.20.bb
SRX5313215,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"25276829,81.4,6.8,382",GSM3585114: DMSO-p53-SC-rep2; Homo sapiens; ChIP-Seq,source_name=Colorectal cancer cells || cell type=HCT116 || chip antibody=p53 (Santa Cruz sc-126) || treatment=DMSO,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5313215.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5313215.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5313215.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5313215.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5313215.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5313215.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5313215.20.bb
SRX5313216,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"23365768,101.8,17.1,767",GSM3585115: 5FU-p53-SC-rep2; Homo sapiens; ChIP-Seq,source_name=Colorectal cancer cells || cell type=HCT116 || chip antibody=p53 (Santa Cruz sc-126) || treatment=5-FU,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5313216.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5313216.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5313216.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5313216.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5313216.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5313216.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5313216.20.bb
SRX5313217,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"24087993,108.9,18.2,1121",GSM3585116: Nutlin3a-p53-SC-rep2; Homo sapiens; ChIP-Seq,source_name=Colorectal cancer cells || cell type=HCT116 || chip antibody=p53 (Santa Cruz sc-126) || treatment=Nutlin3A,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5313217.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5313217.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5313217.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5313217.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5313217.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5313217.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5313217.20.bb
SRX5313228,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"14050352,137.1,8.3,376",GSM3585127: siCtrl-DMSO-p53; Homo sapiens; ChIP-Seq,source_name=Colorectal cancer cells || cell type=HCT116 || chip antibody=p53 (Santa Cruz sc-126) || treatment=DMSO,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5313228.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5313228.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5313228.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5313228.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5313228.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5313228.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5313228.20.bb
SRX5313229,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"7678484,109.4,7.7,140",GSM3585128: siGLIS2.1-DMSO-p53; Homo sapiens; ChIP-Seq,source_name=Colorectal cancer cells || cell type=HCT116 || chip antibody=p53 (Santa Cruz sc-126) || treatment=DMSO,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5313229.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5313229.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5313229.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5313229.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5313229.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5313229.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5313229.20.bb
SRX5313230,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"8783065,136.9,7.8,298",GSM3585129: siGLIS2.2-DMSO-p53; Homo sapiens; ChIP-Seq,source_name=Colorectal cancer cells || cell type=HCT116 || chip antibody=p53 (Santa Cruz sc-126) || treatment=DMSO,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5313230.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5313230.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5313230.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5313230.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5313230.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5313230.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5313230.20.bb
SRX5313231,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"6961274,125.8,6.7,259",GSM3585130: siCtrl-5FU-p53; Homo sapiens; ChIP-Seq,source_name=Colorectal cancer cells || cell type=HCT116 || chip antibody=p53 (Santa Cruz sc-126) || treatment=5-FU,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5313231.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5313231.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5313231.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5313231.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5313231.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5313231.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5313231.20.bb
SRX5313232,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"9591393,116.7,8.5,553",GSM3585131: siGLIS2.1-5FU-p53; Homo sapiens; ChIP-Seq,source_name=Colorectal cancer cells || cell type=HCT116 || chip antibody=p53 (Santa Cruz sc-126) || treatment=5-FU,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5313232.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5313232.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5313232.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5313232.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5313232.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5313232.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5313232.20.bb
SRX5313233,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"9841340,129.2,9.0,952",GSM3585132: siGLIS2.2-5FU-p53; Homo sapiens; ChIP-Seq,source_name=Colorectal cancer cells || cell type=HCT116 || chip antibody=p53 (Santa Cruz sc-126) || treatment=5-FU,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5313233.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5313233.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5313233.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5313233.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5313233.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5313233.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5313233.20.bb
SRX5394956,hg38,TFs and others,TP53,Digestive tract,HCT 116,Primary Tissue=Colon|Tissue Diagnosis=Carcinoma,"7928455,174.0,9.8,690",GSM3613361: Nutlin3a-p53-SC-rep1; Homo sapiens; ChIP-Seq,source_name=Nutlin3a-p53-SC || cell line=HCT116 || cell type=Colorectal cancer cells || chip antibody=p53 (Santa Cruz sc-126) || treatment=Nutlin3A,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5394956.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5394956.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5394956.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5394956.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5394956.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5394956.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5394956.20.bb
SRX5552344,hg38,TFs and others,TP53,Lung,Calu-1,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"3694003,78.4,43.6,168",GSM3682106: p53 WT-DMSO; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell line=Calu-1 || genotype/variation=p53 wild type || treatment=DMSO || chip antibody=p53 (#9282, Cell Signaling)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5552344.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5552344.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5552344.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5552344.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5552344.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5552344.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5552344.20.bb
SRX5552345,hg38,TFs and others,TP53,Lung,Calu-1,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"4844620,74.7,46.3,173",GSM3682107: p53 WT-COMB; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell line=Calu-1 || genotype/variation=p53 wild type || treatment=Belinostat || chip antibody=p53 (#9282, Cell Signaling)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5552345.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5552345.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5552345.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5552345.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5552345.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5552345.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5552345.20.bb
SRX5552346,hg38,TFs and others,TP53,Lung,Calu-1,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"4107550,130.1,20.9,384",GSM3682108: p53 MUT8-DMSO; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell line=Calu-1 || genotype/variation=p53 R158G mutant || treatment=DMSO || chip antibody=p53 (#9282, Cell Signaling)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5552346.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5552346.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5552346.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5552346.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5552346.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5552346.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5552346.20.bb
SRX5552347,hg38,TFs and others,TP53,Lung,Calu-1,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"5695746,101.4,36.3,262",GSM3682109: p53 MUT8-COMB; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell line=Calu-1 || genotype/variation=p53 R158G mutant || treatment=Belinostat || chip antibody=p53 (#9282, Cell Signaling)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5552347.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5552347.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5552347.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5552347.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5552347.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5552347.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5552347.20.bb
SRX5673029,hg38,TFs and others,TP53,Gonad,A2780,Primary Tissue=Ovary|Tissue Diagnosis=Carcinoma,"36657169,67.8,2.3,836",GSM3720407: p53 A2780 vehicle; Homo sapiens; ChIP-Seq,source_name=p53_A2780_vehicle || cell line=A2780,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5673029.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5673029.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5673029.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5673029.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5673029.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5673029.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5673029.20.bb
SRX5673030,hg38,TFs and others,TP53,Gonad,A2780,Primary Tissue=Ovary|Tissue Diagnosis=Carcinoma,"34719397,76.5,4.3,1158",GSM3720408: p53 A2780 cisplatin; Homo sapiens; ChIP-Seq,source_name=p53_A2780_cisplatin || cell line=A2780,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5673030.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5673030.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5673030.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5673030.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5673030.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5673030.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5673030.20.bb
SRX5849924,hg38,TFs and others,TP53,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"20468552,90.3,8.1,650",GSM3771330: A549 NT nutin p53cs r1; Homo sapiens; ChIP-Seq,source_name=A549 || cell line=A549 || antibody=p53 || agent=nutlin,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5849924.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5849924.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5849924.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5849924.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5849924.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5849924.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5849924.20.bb
SRX5849925,hg38,TFs and others,TP53,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"13332626,89.6,8.7,471",GSM3771331: A549 NT nutin p53cs r2; Homo sapiens; ChIP-Seq,source_name=A549 || cell line=A549 || antibody=p53 || agent=nutlin,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5849925.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5849925.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5849925.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5849925.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5849925.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5849925.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5849925.20.bb
SRX5849926,hg38,TFs and others,TP53,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"22699410,78.1,20.5,1820",GSM3771332: A549 TGFB nutin p53cs r1; Homo sapiens; ChIP-Seq,source_name=A549 || cell line=A549 || antibody=p53 || agent=TGFB_nutin,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5849926.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5849926.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5849926.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5849926.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5849926.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5849926.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5849926.20.bb
SRX5849927,hg38,TFs and others,TP53,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"12396909,78.4,20.1,1245",GSM3771333: A549 TGFB nutin p53cs r2; Homo sapiens; ChIP-Seq,source_name=A549 || cell line=A549 || antibody=p53 || agent=TGFB_nutin,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5849927.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5849927.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5849927.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5849927.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5849927.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5849927.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5849927.20.bb
SRX5865959,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"27133423,64.2,67.5,324","GSM3781492: K562 cells, R175H, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=R175H || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865959.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865959.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865959.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865959.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865959.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865959.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865959.20.bb
SRX5865960,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"36235229,70.3,64.5,499","GSM3781493: K562 cells, Y220C, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=Y220C || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865960.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865960.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865960.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865960.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865960.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865960.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865960.20.bb
SRX5865961,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"21062738,84.4,57.3,260","GSM3781494: K562 cells, M237I, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=M237I || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865961.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865961.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865961.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865961.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865961.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865961.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865961.20.bb
SRX5865962,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"22070815,85.3,56.6,349","GSM3781495: K562 cells, R248Q, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=R248Q || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865962.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865962.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865962.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865962.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865962.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865962.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865962.20.bb
SRX5865963,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"25829199,83.8,57.7,349","GSM3781496: K562 cells, R273H, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=R273H || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865963.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865963.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865963.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865963.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865963.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865963.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865963.20.bb
